Unnamed: 0,count,hate_speech,offensive_language,neither,label,tweet,ProcessedText,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,Mapped_label
10717,3,0,0,3,2,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;","i hate being profiled . i am not "" country "" , i am not a "" hick "" . i am eric dean vestal , and i am doing what makes me happy , not anything else .",39,"[CLS] i hate being profiled . i am not "" country "" , i am not a "" hick "" . i am eric dean vestal , and i am doing what makes me happy , not anything else .",43,1
10972,3,0,3,0,1,"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor.","i lost it . "" you think you are too good for me ? you paper bitch ! "" and i fell on the bed and i fell off the bed and i slept on the floor .",38,"[CLS] i lost it . "" you think you are too good for me ? you paper bitch ! "" and i fell on the bed and i fell off the bed and i slept on the floor .",39,0
3144,6,0,6,0,1,@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real,wrong maybe you been dealing with pussies but i do not put up with that crap . if i f * * * up telling me i f * * * * * up . keep it real,38,[CLS] wrong maybe you been dealing with pussies but i do not put up with that crap . if i f * * * up telling me i f * * * * * up . keep it real,41,0
10482,3,0,3,0,1,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.","i do not get it . i am either a pussy or troll . where is the room for "" the truth "" and or "" my opinions on my tl "" ?   social media fucked up .",38,"[CLS] i do not get it . i am either a pussy or troll . where is the room for "" the truth "" and or "" my opinions on my tl "" ?   social media fucked up .",40,0
10384,3,0,3,0,1,"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-","i can not believe i am jealous ! all i can think is , "" what goddamn bitch was in your room to take a pic of you in bed with your shirt off ? "" . -_-",38,"[CLS] i can not believe i am jealous ! all i can think is , "" what goddamn bitch was in your room to take a pic of you in bed with your shirt off ? "" . -_-",41,0
473,3,1,2,0,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog","""   i know   my shoes dirty as fuck , whatever , bitch . you do not have to call ! "" like , negro .   one of the first things they   look   at is shoes , dog",37,"[CLS] ""   i know   my shoes dirty as fuck , whatever , bitch . you do not have to call ! "" like , negro .   one of the first things they   look   at is shoes , dog",38,0
491,3,0,3,0,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",""" i know that shit eatin grin ! you either just fucked the girl of your dreams or you sold a car . we know you are a faggot . what ' d you sell ? """,37,"[CLS] "" i know that shit eatin grin ! you either just fucked the girl of your dreams or you sold a car . we know you are a faggot . what ' d you sell ? """,41,0
11943,3,0,3,0,1,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;","if you hang with hoes , you are a hoe by association . if you try and debate this , you are a hoe . if you get offended by this , you are a hoe .",37,"[CLS] if you hang with hoes , you are a hoe by association . if you try and debate this , you are a hoe . if you get offended by this , you are a hoe .",42,0
10765,3,0,3,0,1,"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....","i hate when a bitch can not take a compliment : "" you are so pretty "" "" no i am not , i am ugly "" ""   well shit   ,   you ugly then   ,   damn   .",37,"[CLS] i hate when a bitch can not take a compliment : "" you are so pretty "" "" no i am not , i am ugly "" ""   well shit   ,   you ugly then   ,   damn   .",38,0
11473,3,0,3,0,1,"I'm ""walk into my local convenience store &amp; the clerk says 'what up, girl? Keystone is on sale, yo!'"" white trash. Line forms to the RIGHT.","i am "" walk into my local convenience store & the clerk says ' what up , girl ? keystone is on sale , yo ! ' "" white trash . line forms to the   right   .",37,"[CLS] i am "" walk into my local convenience store & the clerk says ' what up , girl ? keystone is on sale , yo ! ' "" white trash . line forms to the   right   .",38,0
17577,3,0,3,0,1,"RT @Salaayah: ""I let ma chain hang low...""
""Two chains...""
""Gold all in ma chain...""
""I keep a chain ana hoe...""
""Niggas staring at ma chai&#8230;",""" i let ma chain hang low .   "" "" two chains .   "" "" gold all in ma chain .   "" "" i keep a chain ana hoe .   "" "" niggas staring at ma chai",37,"[CLS] "" i let ma chain hang low .   "" "" two chains .   "" "" gold all in ma chain .   "" "" i keep a chain ana hoe .   "" "" niggas staring at ma chai",42,0
10469,3,1,2,0,1,"I don't care if you're Gay, yeent bout to me calling me ""bitch"" and ""fish"" and thinking shit is sweet. I don't even like girls doing that.","i do not care if you are gay , yeent bout to me calling me "" bitch "" and "" fish "" and thinking shit is sweet . i do not even like girls doing that .",37,"[CLS] i do not care if you are gay , yeent bout to me calling me "" bitch "" and "" fish "" and thinking shit is sweet . i do not even like girls doing that .",39,0
12112,3,0,0,3,2,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,in - n - out is like the sunshine and blue sky . the song of a bird . a smile at the front porch . the perfume of the ocean on wind - kissed cheeks .,37,[CLS] in - n - out is like the sunshine and blue sky . the song of a bird . a smile at the front porch . the perfume of the ocean on wind - kissed cheeks .,38,1
20233,3,0,1,2,2,"RT @ohmyev: it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific&#8230;","it ' s crazy . if a female cheats , it ' s so wrong . she ' s every type of hoe there is but if a guy cheats , there ' s all these justific",37,"[CLS] it ' s crazy . if a female cheats , it ' s so wrong . she ' s every type of hoe there is but if a guy cheats , there ' s all these justific",42,1
11279,3,0,2,1,1,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch","i try to pass him up , get in carpool passing him he ' s just looking at me like i am playing a game do i waved hi idgaf do not fuck w / me bitch",37,"[CLS] i try to pass him up , get in carpool passing him he ' s just looking at me like i am playing a game do i waved hi idgaf do not fuck w / me bitch",41,0
2067,6,0,6,0,1,"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .","' do not ask me if i am in my "" feelings "" cause i ain ' t no bitch i do not got those tf . i am sad , not in no fucking feelings .",37,"[CLS] ' do not ask me if i am in my "" feelings "" cause i ain ' t no bitch i do not got those tf . i am sad , not in no fucking feelings .",39,0
15859,3,0,3,0,1,"RT @HitTehBlunt: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;","* hits blunt * "" bruh if she tells me to go text my other hoes , but she ' s one of my hoes , do i keep texting her ? "" http :// t .",37,"[CLS] * hits blunt * "" bruh if she tells me to go text my other hoes , but she ' s one of my hoes , do i keep texting her ? "" http :// t .",44,0
15263,3,0,3,0,1,"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ...",""" and i ain ' t trippin ' on nothin ' , i am dippin ' on somethin ' , and my homeboy say he got a bad bitch for me tonight ""   lil way   .",36,"[CLS] "" and i ain ' t trippin ' on nothin ' , i am dippin ' on somethin ' , and my homeboy say he got a bad bitch for me tonight ""   lil way   .",40,0
16117,3,0,3,0,1,"RT @JanPham_3: &#8220;@16stanleys: Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!&#8221; &#128079;&#128079;&#128079;",": ugh he ' s mine bitches ! he ' s mine & mine only . that ' s my baby , my man . just know & be aware . that ' s me !",36,"[CLS] : ugh he ' s mine bitches ! he ' s mine & mine only . that ' s my baby , my man . just know & be aware . that ' s me !",39,0
11669,3,0,3,0,1,"I'm sick and tired of the 'above the fray' crowd, 'they're all the same' crowd, the mushy moderate, the contrarian etc.Wake up pussies. #War","i am sick and tired of the ' above the fray ' crowd , ' they are all the same ' crowd , the mushy moderate , the contrarian etc . wake up pussies .   war",36,"[CLS] i am sick and tired of the ' above the fray ' crowd , ' they are all the same ' crowd , the mushy moderate , the contrarian etc . wake up pussies .   war",42,0
10306,3,0,3,0,1,"I asked my two best friends to describe me in three words, I get back ""boss ass bitch"" and ""short, feisty, and Mexican."" I love my friends.","i asked my two best friends to describe me in three words , i get back "" boss ass bitch "" and "" short , feisty , and mexican . "" i love my friends .",36,"[CLS] i asked my two best friends to describe me in three words , i get back "" boss ass bitch "" and "" short , feisty , and mexican . "" i love my friends .",38,0
11694,3,0,3,0,1,I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.,i am stuck in my room .   the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it ' s like .   stuck .,36,[CLS] i am stuck in my room .   the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it ' s like .   stuck .,37,0
25128,3,0,3,0,1,"turns out his ex-boss called him a pussy. he lasted a week and a day. You can call me anything, just don't touch. but I am not 25 anymore.","turns out his ex - boss called him a pussy . he lasted a week and a day . you can call me anything , just do not touch . but i am not   anymore .",36,"[CLS] turns out his ex - boss called him a pussy . he lasted a week and a day . you can call me anything , just do not touch . but i am not   anymore .",37,0
25282,3,0,3,0,1,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu.","you lil dumb ass bitch , i ain ' t fuckin wit chu . !   i got a million , trillion things i ' d rather fuckin ' do .   than to be fuckin witchu .",36,"[CLS] you lil dumb ass bitch , i ain ' t fuckin wit chu . !   i got a million , trillion things i ' d rather fuckin ' do .   than to be fuckin witchu .",41,0
8028,3,0,0,3,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands","are you tired of the "" mock drafts "" ? let us just do this : if clowney is not the 1 st pick , who thinks round   becomes "" chaos "" ?   show of hands",36,"[CLS] are you tired of the "" mock drafts "" ? let us just do this : if clowney is not the 1 st pick , who thinks round   becomes "" chaos "" ?   show of hands",38,1
24736,3,0,0,3,2,"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?""","my girlfriend , i kid you not , eats bacon without dipping it into the tub of creamy butter i have laid out . i am like "" what are you , a bird ? """,36,"[CLS] my girlfriend , i kid you not , eats bacon without dipping it into the tub of creamy butter i have laid out . i am like "" what are you , a bird ? """,37,1
6942,3,1,2,0,1,"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard","do not tell what the fuck to "" stop "" with . 2 nd , if you think it ' s protocol to put   shots in someone who ' s unarmed , you are a retard",36,"[CLS] do not tell what the fuck to "" stop "" with . 2 nd , if you think it ' s protocol to put   shots in someone who ' s unarmed , you are a retard",40,0
14312,3,0,3,0,1,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL! Yall niccas didn't listen, now they are chewing on Bob's leg and shit! Extra, tasty, crispy!","rick told yall to go back and kill   '   em all   ! yall niccas did not listen , now they are chewing on bob ' s leg and shit ! extra , tasty , crispy !",36,"[CLS] rick told yall to go back and kill   '   em all   ! yall niccas did not listen , now they are chewing on bob ' s leg and shit ! extra , tasty , crispy !",42,0
15467,3,0,3,0,1,"RT @ElleHueyXIV: ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&#8230;",""" fuck me or i will make you feel bad about it . but if you fuck other guys , i will call you a hoe . and if you fuck me , i will thi",36,"[CLS] "" fuck me or i will make you feel bad about it . but if you fuck other guys , i will call you a hoe . and if you fuck me , i will thi",39,0
10764,3,0,3,0,1,"I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside","i hate when i upload a pic with a caption that says "" me and my son "" and someone asks "" omg is that your son ? "" .   no bitch i found him outside",36,"[CLS] i hate when i upload a pic with a caption that says "" me and my son "" and someone asks "" omg is that your son ? "" .   no bitch i found him outside",40,0
11471,6,1,5,0,1,"I'll stop drugs, alcohol, fags, sluts for you. Just give me a chance. It's been a year and I feel the same, that clearly means something.","i will stop drugs , alcohol , fags , sluts for you . just give me a chance . it ' s been a year and i feel the same , that clearly means something .",36,"[CLS] i will stop drugs , alcohol , fags , sluts for you . just give me a chance . it ' s been a year and i feel the same , that clearly means something .",39,0
11621,3,0,0,3,2,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?","i am not big on the "" uncle tom "" slur anyway , but can we at least reserve it for those who earn it , not just those who dare to not vote dem ?",36,"[CLS] i am not big on the "" uncle tom "" slur anyway , but can we at least reserve it for those who earn it , not just those who dare to not vote dem ?",38,1
12461,3,0,3,0,1,"Just said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!""
Is it too late in life to get adopted?","just said cunt in front of this old lady , i kinda froze , then she yelled ""   yeah you tell that cunt   ! "" is it too late in life to get adopted ?",35,"[CLS] just said cunt in front of this old lady , i kinda froze , then she yelled ""   yeah you tell that cunt   ! "" is it too late in life to get adopted ?",38,0
12487,3,0,3,0,1,"Just yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches.","just yelled out "" damn it reeks of weed in there . "" ( really did ) after this stoner fag did not tip me while a cop was walking by .   haha   bitches .",35,"[CLS] just yelled out "" damn it reeks of weed in there . "" ( really did ) after this stoner fag did not tip me while a cop was walking by .   haha   bitches .",42,0
11675,3,0,3,0,1,"I'm sippin on Patron nigga , my bitch bad to the bone nigga . She fucked up , I'm fucked up , she like "" how we gon get home nigga ? ""","i am sippin on patron nigga , my bitch bad to the bone nigga . she fucked up , i am fucked up , she like "" how we gon get home nigga ? """,35,"[CLS] i am sippin on patron nigga , my bitch bad to the bone nigga . she fucked up , i am fucked up , she like "" how we gon get home nigga ? """,41,0
22726,3,0,2,1,1,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me","trainer lady is a bitch , shook my hand made me promise her i ama study for a test tomorrow , and idk i do not like her she ' s trying to break me",35,"[CLS] trainer lady is a bitch , shook my hand made me promise her i ama study for a test tomorrow , and idk i do not like her she ' s trying to break me",37,0
3672,6,1,5,0,1,"@JUSxDOiT I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?","i was hangin ' on them corners late pockets wasn ' t straight , bitch ! i ain ' t gon make it at this rate , dawg .   know what i am sayin ?",35,"[CLS] i was hangin ' on them corners late pockets wasn ' t straight , bitch ! i ain ' t gon make it at this rate , dawg .   know what i am sayin ?",40,0
3066,3,0,2,1,1,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,i was lucky to be sensible and i have never had a fag or a drug . i am pleased about that statistic . yes i have a beer but that ' s all .,35,[CLS] i was lucky to be sensible and i have never had a fag or a drug . i am pleased about that statistic . yes i have a beer but that ' s all .,38,0
18458,6,0,1,5,2,"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&#8230;","when joey bada $ $ said "" traded in my nikes for a new mic , i guess it ' s safe to say he sold his soles for a new life . "" ht",35,"[CLS] when joey bada $ $ said "" traded in my nikes for a new mic , i guess it ' s safe to say he sold his soles for a new life . "" ht",40,1
704,3,1,2,0,1,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;","degenerate artist   can not do it   all   on   card   > i am not a french muslim retard > i do not expect or demand a child bride yard , cuz i got   man dick   >",35,"[CLS] degenerate artist   can not do it   all   on   card   > i am not a french muslim retard > i do not expect or demand a child bride yard , cuz i got   man dick   >",41,0
22837,3,0,3,0,1,"Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!","ugh he ' s mine bitches ! he ' s mine & mine only . that ' s my baby , my man . just know & be aware . that ' s me !",35,"[CLS] ugh he ' s mine bitches ! he ' s mine & mine only . that ' s my baby , my man . just know & be aware . that ' s me !",38,0
19106,3,0,3,0,1,"RT @britnigiles_: don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;","do not mention a bitch from your past to me . first of all , i do not give a fuck . second of all , i do not care . and third , i",35,"[CLS] do not mention a bitch from your past to me . first of all , i do not give a fuck . second of all , i do not care . and third , i",36,0
12225,3,0,2,1,1,"It's a Bob Schieffer holiday now, he's proud and smitten that he's the ""good white guy,"" hicks be damned! Everything is 1965. Everything.","it ' s a bob schieffer holiday now , he ' s proud and smitten that he ' s the "" good white guy , "" hicks be damned ! everything is   . everything .",35,"[CLS] it ' s a bob schieffer holiday now , he ' s proud and smitten that he ' s the "" good white guy , "" hicks be damned ! everything is   . everything .",41,0
9414,3,1,2,0,1,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;","for instance .   nikki said   bet   you will not fight her . i said bet ? she said bet . whipped a quick u - turn , whooped that ass , and went to jail",35,"[CLS] for instance .   nikki said   bet   you will not fight her . i said bet ? she said bet . whipped a quick u - turn , whooped that ass , and went to jail",37,0
13170,3,0,3,0,1,"Miley Cyrus went from a a singer who had her t.v show to a stripper who can't rap,she need a big ass and tiddy and she will be dat bitch","miley cyrus went from a a singer who had her t . v show to a stripper who can not rap , she need a big ass and tiddy and she will be dat bitch",35,"[CLS] miley cyrus went from a a singer who had her t . v show to a stripper who can not rap , she need a big ass and tiddy and she will be dat bitch",39,0
21453,3,1,2,0,1,"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?","so , are the olympics over in brazil yet or what ? i mean , yay sports ! what ? stop looking at me like , what are you , queer ?   go redskins   ?",35,"[CLS] so , are the olympics over in brazil yet or what ? i mean , yay sports ! what ? stop looking at me like , what are you , queer ?   go redskins   ?",37,0
11933,3,0,3,0,1,"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave.""","if you get into an argument with someone and say , "" have a nice life & good luck in ohio . "" that ' s a "" fuck you , bitch leave . """,35,"[CLS] if you get into an argument with someone and say , "" have a nice life & good luck in ohio . "" that ' s a "" fuck you , bitch leave . """,36,0
23155,3,1,2,0,1,"When a girl tried to argue with me whilst I was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry","when a girl tried to argue with me whilst i was drunk , "" hes not done .   "" "" you shut the fuck up bitch ! "" im a nasty cunt whilst drunk   sarry",35,"[CLS] when a girl tried to argue with me whilst i was drunk , "" hes not done .   "" "" you shut the fuck up bitch ! "" im a nasty cunt whilst drunk   sarry",39,0
11594,3,0,3,0,1,I'm just not going to be a bitch to you because we don't speak for reasons. It was a decision and it's done and over with why start shit?,i am just not going to be a bitch to you because we do not speak for reasons . it was a decision and it ' s done and over with why start shit ?,35,[CLS] i am just not going to be a bitch to you because we do not speak for reasons . it was a decision and it ' s done and over with why start shit ?,36,0
10685,3,0,3,0,1,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?,i guess bitches got it twisted and think i am weak or something .   do i look weak ? do i look scary ? do i look like somebody you finna pick w | ?,35,[CLS] i guess bitches got it twisted and think i am weak or something .   do i look weak ? do i look scary ? do i look like somebody you finna pick w | ?,38,0
21040,3,0,3,0,1,"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u","soo   guys those tweets are bullshit . be you .   and if the bitch "" is to stupid what she wants "" then she not stupid it ' s that she does not want u",35,"[CLS] soo   guys those tweets are bullshit . be you .   and if the bitch "" is to stupid what she wants "" then she not stupid it ' s that she does not want u",38,0
24639,3,0,0,3,2,"last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his really big ears, idk.","last thought before bed : in '   we had a "" mock election "" in 3 rd grade and i voted for perot . maybe i related to his really big ears , idk .",35,"[CLS] last thought before bed : in '   we had a "" mock election "" in 3 rd grade and i voted for perot . maybe i related to his really big ears , idk .",38,1
12964,3,0,3,0,1,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha.","look . call me chubby . call me a dumb stoner . say i am an asshole . whatever . but we all   know i can rap bitch , shut the hell up hahaha .",35,"[CLS] look . call me chubby . call me a dumb stoner . say i am an asshole . whatever . but we all   know i can rap bitch , shut the hell up hahaha .",40,0
7743,3,1,2,0,1,Ain't none of these hoes loyal none of em if I cloud show y'all the stuff be coming thru my phone....but that ain't none of y'all business,ain ' t none of these hoes loyal none of em if i cloud show you all the stuff be coming thru my phone .   but that ain ' t none of you all business,35,[CLS] ain ' t none of these hoes loyal none of em if i cloud show you all the stuff be coming thru my phone .   but that ain ' t none of you all business,37,0
13785,3,0,0,3,2,"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust","not that i plan on dying soon , but i am totally going to write kenobi in as my sole heir . he ' s the only thing locally ( under   ) i can trust",35,"[CLS] not that i plan on dying soon , but i am totally going to write kenobi in as my sole heir . he ' s the only thing locally ( under   ) i can trust",38,1
18114,3,0,2,1,1,"RT @TheRealIceTre: bae: ""come over""

me: ""i'm tryna catch a pokemon""

bae: ""i'm horny tho""

me: ""bitch it's a fucking mewtwo""","bae : "" come over "" me : "" i am tryna catch a pokemon "" bae : "" i am horny tho "" me : "" bitch it ' s a fucking mewtwo """,35,"[CLS] bae : "" come over "" me : "" i am tryna catch a pokemon "" bae : "" i am horny tho "" me : "" bitch it ' s a fucking mewtwo """,40,0
21446,6,0,5,1,1,So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,so yesterday i ran into a dude i went to high school with & he used to be skinny as hell . now ? omg . same fucker who slit my tires years ago .,35,[CLS] so yesterday i ran into a dude i went to high school with & he used to be skinny as hell . now ? omg . same fucker who slit my tires years ago .,38,0
11146,3,1,2,0,1,I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.,i say k . michelle is manly because she does not act like a lady . she ' s too foul at the mouth and violent . i will have to beat the bitch .,35,[CLS] i say k . michelle is manly because she does not act like a lady . she ' s too foul at the mouth and violent . i will have to beat the bitch .,36,0
14113,3,0,0,3,2,Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,peace my friend .   only peace .   i am not your enemy .   dont say that word again .   look at my facebook wall .   one of my best friends ever was a moor,34,[CLS] peace my friend .   only peace .   i am not your enemy .   dont say that word again .   look at my facebook wall .   one of my best friends ever was a moor,36,1
487,3,0,3,0,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",""" i have this lady - love she ' s married , but i still wanna bang her she will not have sex with me what a bitch "" ~ a troubadour , probably",34,"[CLS] "" i have this lady - love she ' s married , but i still wanna bang her she will not have sex with me what a bitch "" ~ a troubadour , probably",38,0
